word	corpus_count	ipa	source	confidence	other_reading	phonetic_respelling
מגידקע	0	maɡˈɛdkə	printed-index	MED		מאַגעדקע
מגיה	0	maɡˈiə	printed-index	MED		מאַגי*ע
מדאורײַתא	0	midɔjrˈaːsə	printed-index	MED		מידוירײַסע
מדובר	0	mˈɛdibər	printed-index	MED		מעדובער
מדי	0	mˈudaː	printed-index	MED		מאָדײַ
מדע	0	mˈadə	printed-index	MED		מאַדע
מדפּיס	0	mˈatpəs	printed-index	MED		מאַטפּעס
מדקדק	0	mədˈakdək	printed-index	MED		מעדאַקדעק
מהודר	0	mˈɛhidər	printed-index	MED		מעהודער
מהומה	0	məhˈimə	printed-index	MED		מעהומע
מהות	0	mˈɛhis	printed-index	MED		מעהוס
מואבֿ	0	mˈɔjəv	printed-index	MED		מויעוו
מודה	0	mˈɔjdə	printed-index	MED		מוידע
מודים	0	mˈɔjdim	printed-index	MED		מוידים
מוהל	0	mˈɔjəl	printed-index	MED		מויעל
מוהלשאַפֿט	0	mˈɔjəlʃaft	printed-index	MED		מויעלשאַפֿט
מוחזק	0	mˈixzək	printed-index	MED		מוכזעק
מוחרם	0	mˈixrəm	printed-index	MED		מוכרעם
מוכּז	0	mˈikaz	printed-index	MED		מוקאַז
מוכס	0	mˈɔjxəs	printed-index	MED		מויכעס
מוכר	0	mˈɔjxər	printed-index	MED		מויכער
מולד	0	mˈɔjləd	printed-index	MED		מוילעד
מולך	0	mˈɔjləx	printed-index	MED		מוילעך
מולכער	0	mˈɔjləxər	printed-index	MED		מוילעכער
מומחה(נ)טע	0	mimxˈɛntə	printed-index	MED		מומכע(נ)טע
מומר	0	mˈimər	printed-index	MED		מומער
מוסכּם	0	mˈiskəm	printed-index	MED		מוסקעם
מוסרן	0	mˈisərn	printed-index	MED		מוסערן
מוסרניק	0	misˈɛrnik	printed-index	MED		מוסערניק
מועד	0	mˈɔjəd	printed-index	MED		מויעד
מופֿקר	0	mˈifkər	printed-index	MED		מופֿקער
מופֿקרת	0	mˈifkərəs	printed-index	MED		מופֿקערעס
מוציא	0	mˈɔjʦə	printed-index	MED		מויצע
מוקשה	0	mˈikʃə	printed-index	MED		מוקשע
מוראדיק	0	mˈɔjrədik	printed-index	MED		מוירעדיק
מורד	0	mˈɔjrəd	printed-index	MED		מוירעד
מורשה	0	mˈirʃə	printed-index	MED		מורשע
מושבֿ	0	mˈɔjʃəv	printed-index	MED		מוישעוו
מושלמת	0	mˈiʃləməs	printed-index	MED		מושלעמעס
מזיקן	0	mˈazikn	printed-index	MED		מאַזיקן
מחויבֿ	0	məxiˈiəv	printed-index	MED		מעכוּיעוו
מחולק	0	məxˈilək	printed-index	MED		מעכולעק
מחוצנער	0	məxˈiʦənər	printed-index	MED		מעכוצענער
מחוצף	0	məxˈiʦəf	printed-index	MED		מעכוצעף
מחוצפֿטע	0	məxiʦˈɛftə	printed-index	MED		מעכוצעפֿטע
מחותּן	0	məxˈitn	printed-index	MED		מעכוטן
מחותּנימשאַפֿט	0	məxitˈunəmʃaft	printed-index	MED		מעכוטאָנעמשאַפֿט
מחותּנישאַפֿט	0	məxitˈunəʃaft	printed-index	MED		מעכוטאָנעשאַפֿט
מחמדאַניש	0	maxmədˈaniʃ	printed-index	MED		מאַכמעדאַניש
מחמדאַנער	0	maxmˈɛdanər	printed-index	MED		מאַכמעדאַנער
מחנותווײַז	0	maxnˈɛsvaːz	printed-index	MED		מאַכנעסווײַז
מחשבֿותן	0	maxʃˈuvəsn	printed-index	MED		מאַכשאָוועסן
מטופּל	0	mˈɛtipl	printed-index	MED		מעטופּל
מטורפֿת	0	mətˈirəfəs	printed-index	MED		מעטורעפֿעס
מטושטש	0	mətˈiʃtəʃ	printed-index	MED		מעטושטעש
מטטרון	0	mˈɛtatrən	printed-index	MED		מעטאַטרען
מטיף	0	mˈatəf	printed-index	MED		מאַטעף
מטלטלים	0	mətaltˈɛlim	printed-index	MED		מעטאַלטעלים
מטלטלין	0	mətˈaltəln	printed-index	MED		מעטאַלטעלן
מטמון	0	mˈatmən	printed-index	MED		מאַטמען
מטרוניתא	0	matrənˈisə	printed-index	MED		מאַטרעניסע
מיאוס	0	mˈiəs	printed-index	MED		מי*עס
מיאוסקייט	0	mˈiəskajt	printed-index	MED		מי*עסקייט
מיגו	0	mˈiɡə	printed-index	MED		מיגע
מידבר	0	mˈidbər	printed-index	MED		מידבער
מידין	0	mˈidiən	printed-index	MED		מידיען
מיוחס	0	məˈiixəs	printed-index	MED		מעיוכעס
מיוחסטע	0	məiixˈɛstə	printed-index	MED		מעיוכעסטע
מיוחסת	0	məiˈixəsəs	printed-index	MED		מעיוכעסעס
מיושבֿ	0	məiˈiʃəv	printed-index	MED		מעיושעוו
מיושבֿדיק	0	məiˈiʃəvdik	printed-index	MED		מעיושעוודיק
מיזמור	0	mˈizmər	printed-index	MED		מיזמער
מיחוש	0	mˈajxəʃ	printed-index	MED		מייכעש
מיטה	0	mˈitə	printed-index	MED		מיטע
מיכה	0	mˈixə	printed-index	MED		מיכע
מיכשול	0	mixʃl	printed-index	MED		מיכשל
מיכתּבֿ	0	mˈixtəv	printed-index	MED		מיכטעוו
מילא	0	mˈajlə	printed-index	MED		מיילע
מילה	0	mˈilə	printed-index	MED		מילע
מימרא	0	mˈɛmrə	printed-index	MED		מעמרע
מינהג	0	mˈinəɡ	printed-index	MED		מינעג
מינחה	0	mˈinxə	printed-index	MED		מינכע
מיסחר	0	mˈisxər	printed-index	MED		מיסכער
מיספּר	0	mˈispər	printed-index	MED		מיספּער
מיעוט	0	mˈiət	printed-index	MED		מי*עט
מיצווה	0	mˈiʦvə	printed-index	MED		מיצווע
מיצרי	0	mˈiʦri	printed-index	MED		מיצרי
מיצריש	0	mˈiʦriʃ	printed-index	MED		מיצריש
מיקדש	0	mˈiɡdəʃ	printed-index	MED		מיגדעש
מיקווה	0	mˈikvə	printed-index	MED		מיקווע
מיקלט	0	mˈiklət	printed-index	MED		מיקלעט
מיקרה	0	mˈikrə	printed-index	MED		מיקרע
מישכּן	0	miʃkn	printed-index	MED		מישקן
מישמר	0	mˈiʃmər	printed-index	MED		מישמער
מישנה	0	mˈiʃnə	printed-index	MED		מישנע
מישפּט	0	mˈiʃpət	printed-index	MED		מישפּעט
מישפּטן	0	mˈiʃpətn	printed-index	MED		מישפּעטן
מישקל	0	miʃkl	printed-index	MED		מישקל
מכּבי	0	makˈabi	printed-index	MED		מאַקאַבי
מכּבייער	0	makˈabajər	printed-index	MED		מאַקאַבייער
מכּה	0	mˈakə	printed-index	MED		מאַקע
מכּלומרשט	0	miklˈɔjmərʃt	printed-index	MED		מיקלוימערשט
מכּמה	0	mikˈamə	printed-index	MED		מיקאַמע
מכולה	0	məxˈilə	printed-index	MED		מעכולע
מכירה	0	məxˈirə	printed-index	MED		מעכירע
מכנסים	0	mixnəsˈajim	printed-index	MED		מיכנעסאַי*ם
מכשיר	0	mˈaxʃər	printed-index	MED		מאַכשער
מכשירין	0	maxʃˈirin	printed-index	MED		מאַכשירין
מכשף	0	məxˈaʃəf	printed-index	MED		מעכאַשעף
מלאָכה	0	məlˈuxə	printed-index	MED		מעלאָכע
מלאָכה(נע)ן	0	məlˈuxənən	printed-index	MED		מעלאָכע(נע)ן
מלאָכי	0	malˈuxi	printed-index	MED		מאַלאָכי
מלבוש	0	mˈalbəʃ	printed-index	MED		מאַלבעש
מלומד	0	məlˈiməd	printed-index	MED		מעלומעד
מלופּן	0	mˈɛlipn	printed-index	MED		מעלופּן
מלכּיאל	0	malkˈiəl	printed-index	MED		מאַלקי*על
מלכותדיק	0	mˈalxəsdik	printed-index	MED		מאַלכעסדיק
מלמדקע	0	məlamˈɛtkə	printed-index	MED		מעלאַמעטקע
מלן	0	maln	printed-index	MED		מאַלן
מלעיל	0	mˈiləl	printed-index	MED		מילעל
מלען	0	mˈalən	printed-index	MED		מאַלען
מלרע	0	mˈilra	printed-index	MED		מילראַ
מם	0	mɛm	printed-index	MED		מעם
ממוכן	0	mˈɛmixn	printed-index	MED		מעמוכן
ממזרטע	0	mamzˈɛrtə	printed-index	MED		מאַמזערטע
ממזריש	0	mamzˈɛriʃ	printed-index	MED		מאַמזעריש
ממיתן	0	mˈajməsn	printed-index	MED		מיימעסן
ממעמקים	0	mimaamˈakim	printed-index	MED		מימאַאַמאַקים
ממשלה	0	məmʃˈulə	printed-index	MED		מעמשאָלע
ממתּקים	0	mamtˈakim	printed-index	MED		מאַמטאַקים
מנדבֿ	0	mənˈadəv	printed-index	MED		מענאַדעוו
מנהיג	0	mˈanəɡ	printed-index	MED		מאַנעג
מנוּוול	0	mˈɛnivl	printed-index	MED		מענוּוול
מנוּוולטע	0	mənˈivltə	printed-index	MED		מענוּוולטע
מנוּוולת	0	mənˈivələs	printed-index	MED		מענוּוועלעס
מנוקד	0	mənˈikəd	printed-index	MED		מענוקעד
מניעה	0	mənˈiə	printed-index	MED		מעני*ע
מנקר	0	mˈɛnakər	printed-index	MED		מענאַקער
מסוכּן	0	mˈɛsikn	printed-index	MED		מעסוקן
מסופּק	0	məsˈipək	printed-index	MED		מעסופּעק
מסור	0	mˈusər	printed-index	MED		מאָסער
מסיבה	0	məsˈibə	printed-index	MED		מעסיבע
מסיכתּא	0	məsˈixtə	printed-index	MED		מעסיכטע
מסירה	0	məsˈirə	printed-index	MED		מעסירע
מסכּים	0	mˈaskəm	printed-index	MED		מאַסקעם
מסכתּא	0	məsˈɛxtə	printed-index	MED		מעסעכטע
מסעי	0	mˈasə	printed-index	MED		מאַסע
מספּיד	0	mˈaspəd	printed-index	MED		מאַספּעד
מסקנא	0	maskˈunə	printed-index	MED		מאַסקאָנע
מסרן	0	mˈasərn	printed-index	MED		מאַסערן
מסתּם	0	mˈistam	printed-index	MED		מיסטאַם
מעדנים	0	maːdˈanim	printed-index	MED		מײַדאַנים
מעוברת	0	məˈibərəs	printed-index	MED		מעובערעס
מעילה	0	məjˈilə	printed-index	MED		מעי*לע
מעלתו	0	maːlˈusə	printed-index	MED		מײַלאָסע
מעמקים	0	maamˈakim	printed-index	MED		מאַאַמאַקים
מענה	0	mˈaːnə	printed-index	MED		מײַנע
מעפּילים	0	maapˈilim	printed-index	MED		מאַאַפּילים
מעקרן	0	mˈaːkərn	printed-index	MED		מײַקערן
מערבֿ	0	mˈaːrəv	printed-index	MED		מײַרעוו
מעריבֿ	0	mˈaːrəv	printed-index	MED		מײַרעוו
מעשׂים	0	mˈaːsim	printed-index	MED		מײַסים
מעשׂר	0	mˈaːsər	printed-index	MED		מײַסער
מעתּיק	0	mˈaːtək	printed-index	MED		מײַטעק
מפּולת	0	mˈapɔjləs	printed-index	MED		מאַפּוילעס
מפּלען	0	mˈaplən	printed-index	MED		מאַפּלען
מפֿולפּל	0	mˈɛfilpl	printed-index	MED		מעפֿולפּל
מפֿוניצע	0	məfinˈiʦə	printed-index	MED		מעפֿוניצע
מפֿונק	0	məfˈinək	printed-index	MED		מעפֿונעק
מפֿטיר	0	mˈaftər	printed-index	MED		מאַפֿטער
מצורע	0	məʦˈɔjrə	printed-index	MED		מעצוירע
מצורעת	0	məʦɔjrˈaas	printed-index	MED		מעצויראַאַס
מציצה	0	məʦˈiʦə	printed-index	MED		מעציצע
מצנפֿת	0	mˈiʦnəfəs	printed-index	MED		מיצנעפֿעס
מקדמונים	0	mikadmˈɔjnim	printed-index	MED		מיקאַדמוינים
מקונן	0	mˈɛkɔjnən	printed-index	MED		מעקוינען
מקורבֿ	0	məkˈirəv	printed-index	MED		מעקורעוו
מקיא(נע)ן	0	mˈajkənən	printed-index	MED		מייקע(נע)ן
מקף	0	mˈakəf	printed-index	MED		מאַקעף
מקצר	0	mˈɛkaʦər	printed-index	MED		מעקאַצער
מקשן	0	makʃn	printed-index	MED		מאַקשן
מרובע	0	mərˈibə	printed-index	MED		מערובע
מרוצה	0	mərˈiʦə	printed-index	MED		מערוצע
מרור	0	mˈurər	printed-index	MED		מאָרער
מרחשוון	0	mˈarxəʒvn	printed-index	MED		מאַרכעזשוון
מרידה	0	mərˈidə	printed-index	MED		מערידע
משׂא	0	mˈasə	printed-index	MED		מאַסע
משׂכּיל	0	maskl	printed-index	MED		מאַסקל
משהו	0	maʃˈɛhi	printed-index	MED		מאַשעהו
משוגען	0	mˈɛʃiɡn	printed-index	MED		מעשוגן
משוגעת	0	məʃˈiɡas	printed-index	MED		מעשוגאַס
משולחת	0	məʃˈilaxəs	printed-index	MED		מעשולאַכעס
משולש	0	məʃˈiləʃ	printed-index	MED		מעשולעש
משומד	0	məʃˈiməd	printed-index	MED		מעשומעד
משומדת	0	məʃˈimədəs	printed-index	MED		מעשומעדעס
משומדתטע	0	məʃimədˈɛstə	printed-index	MED		מעשומעדעסטע
משועבד	0	məʃˈibəd	printed-index	MED		מעשובעד
משופּע	0	məʃˈipə	printed-index	MED		מעשופּע
משורר	0	mˈɛʃɔjrər	printed-index	MED		מעשוירער
משחית	0	mˈaʃxəs	printed-index	MED		מאַשכעס
משיחיש	0	məʃˈixiʃ	printed-index	MED		מעשיכיש
משיחל	0	məʃˈiəxl	printed-index	MED		מעשי*עכל
משכּון	0	maʃkn	printed-index	MED		מאַשקן
משלמען	0	məʃˈaləmən	printed-index	MED		מעשאַלעמען
משלנו	0	miʃəlˈuni	printed-index	MED		מישעלאָנו
משמורת	0	mˈiʃmɔjrəs	printed-index	MED		מישמוירעס
משפּחטע(רע)	0	miʃpaxtˈɛrə	printed-index	MED		מישפּאַכטע(רע)
משפּטים	0	miʃpˈutim	printed-index	MED		מישפּאָטים
משקה	0	mˈaʃkə	printed-index	MED		מאַשקע
משקולת	0	mˈiʃkɔjləs	printed-index	MED		מישקוילעס
משרת	0	mˈɛʃurəs	printed-index	MED		מעשאָרעס
משרתטע	0	məʃurˈɛstə	printed-index	MED		מעשאָרעסטע
משרתיש	0	məʃˈursiʃ	printed-index	MED		מעשאָרסיש
מתּת	0	mˈatəs	printed-index	MED		מאַטעס
מתיבֿתּא	0	məsˈiftə	printed-index	MED		מעסיפֿטע
מתמיד	0	mˈasməd	printed-index	MED		מאַסמעד
מתמידה	0	masmˈidə	printed-index	MED		מאַסמידע
מתן	0	mɛsn	printed-index	MED		מעסן
מתנגד	0	misnˈaɡəd	printed-index	MED		מיסנאַגעד
מתנגדיש	0	misnˈaɡdiʃ	printed-index	MED		מיסנאַגדיש
מתעסקים	0	misˈaskim	printed-index	MED		מיסאַסקים
נאָכטעם	0	nˈuxtam	printed-index	MED		נאָכטאַם
נאמנה	0	nəmˈunə	printed-index	MED		נעמאָנע
נאמנטע	0	nəmˈɛntə	printed-index	MED		נעמענטע
נבֿואה	0	nəvˈiə	printed-index	MED		נעוווּע
נבֿוכדנ(א)צר	0	nəvixˈadnəʦər	printed-index	MED		נעוווּכאַדנעצער
נבֿיא	0	nˈuvi	printed-index	MED		נאָווי
נבֿיאה	0	nəvˈiə	printed-index	MED		נעווי*ע
נבֿיאהטע	0	nəviˈɛtə	printed-index	MED		נעווי*עטע
נבֿיאים	0	nəvˈijim	printed-index	MED		נעווי*י*ם
נבֿיאיש	0	nəvˈijiʃ	printed-index	MED		נעווי*י*ש
נגבֿ	0	nˈɛɡəv	printed-index	MED		נעגעוו
נגידה	0	nəɡˈidə	printed-index	MED		נעגידע
נגידיש	0	nəɡˈidiʃ	printed-index	MED		נעגידיש
נגידית	0	nˈɛɡidəs	printed-index	MED		נעגידעס
נגידיתטע	0	nəɡidˈɛstə	printed-index	MED		נעגידעסטע
נגינה	0	nəɡˈinə	printed-index	MED		נעגינע
נגע	0	nˈɛɡə	printed-index	MED		נעגע
נגע(נע)ן	0	nˈɛɡənən	printed-index	MED		נעגע(נע)ן
נגעים	0	nəɡˈujim	printed-index	MED		נעגאָי*ם
נדבֿן	0	nadvn	printed-index	MED		נאַדוון
נדבֿנטע	0	nˈadvntə	printed-index	MED		נאַדוונטע
נדוניא	0	nədinˈiə	printed-index	MED		נעדוניע
נדיבֿ	0	nˈudəv	printed-index	MED		נאָדעוו
נהרגן	0	nˈɛrəɡn	printed-index	MED		נערעגן
נואף	0	nˈɔjəf	printed-index	MED		נויעף
נואפֿטע	0	nɔjˈɛftə	printed-index	MED		נויעפֿטע
נואפֿן	0	nˈɔjəfn	printed-index	MED		נויעפֿן
נוטריקון	0	nˈitrikn	printed-index	MED		נוטריקן
נוסע	0	nəsˈajə	printed-index	MED		נעסייע
נופֿך	0	nˈɔjfəx	printed-index	MED		נויפֿעך
נוצרי	0	nˈɔjʦri	printed-index	MED		נויצרי
נושׂאים	0	nˈɔjsim	printed-index	MED		נויסים
נותנען	0	nˈɔjsənən	printed-index	MED		נויסענען
נזיפֿה	0	nəzˈifə	printed-index	MED		נעזיפֿע
נזיקין	0	nˈɛzikn	printed-index	MED		נעזיקן
נזיר	0	nˈuzər	printed-index	MED		נאָזער
נחש	0	nˈuxəʃ	printed-index	MED		נאָכעש
ניאוף	0	nˈiəf	printed-index	MED		ני*עף
ניבֿזה	0	nˈivzə	printed-index	MED		ניווזע
ניגזל	0	niɡzl	printed-index	MED		ניגזל
ניגלה	0	nˈiɡlə	printed-index	MED		ניגלע
ניגמר	0	nˈiɡmər	printed-index	MED		ניגמער
נידה	0	nidh	printed-index	MED		נידה
נידחה	0	nˈitxə	printed-index	MED		ניטכע
ניזהר	0	nˈizər	printed-index	MED		ניזער
ניזוקן	0	nˈizəkn	printed-index	MED		ניזעקן
ניחא	0	nˈixə	printed-index	MED		ניכע
ניחותא	0	nixˈɛsə	printed-index	MED		ניכעסע
ניכּר	0	nˈikər	printed-index	MED		ניקער
ניכבד	0	nˈixbəd	printed-index	MED		ניכבעד
ניכלל	0	nˈixləl	printed-index	MED		ניכלעל
ניכנע	0	nˈixnə	printed-index	MED		ניכנע
ניכפּה	0	nˈixpə	printed-index	MED		ניכפּע
ניכפּהניצע	0	nixpənˈiʦə	printed-index	MED		ניכפּעניצע
ניכפּהניק	0	nixpˈɛnik	printed-index	MED		ניכפּעניק
ניכתּבֿ	0	nˈixtəv	printed-index	MED		ניכטעוו
נימאס	0	nˈiməs	printed-index	MED		נימעס
נימוס	0	nˈiməs	printed-index	MED		נימעס
נימצא	0	nˈimʦə	printed-index	MED		נימצע
נימשל	0	nimʃl	printed-index	MED		נימשל
ניפֿטר	0	nˈiftər	printed-index	MED		ניפֿטער
ניפֿלא	0	nˈiflə	printed-index	MED		ניפֿלע
ניצרך	0	nˈiʦrəx	printed-index	MED		ניצרעך
ניקוד	0	nˈikəd	printed-index	MED		ניקעד
נירדף	0	nˈirdəf	printed-index	MED		נירדעף
נישׂרף	0	nˈisrəf	printed-index	MED		ניסרעף
נישאר	0	nˈiʃər	printed-index	MED		נישער
נישקשה	0	niʃkˈuʃə	printed-index	MED		נישקאָשע
ניתּבע	0	nˈitbə	printed-index	MED		ניטבע
נכסים	0	nəxˈusim	printed-index	MED		נעכאָסים
נמרוד	0	nˈimrəd	printed-index	MED		נימרעד
ננתּקה	0	nənˈatkə	printed-index	MED		נענאַטקע
נסימדיק	0	nˈisimdik	printed-index	MED		ניסימדיק
נסך	0	nˈɛsəx	printed-index	MED		נעסעך
נעילה	0	nˈilə	printed-index	MED		נילע
נעימותדיק	0	nəjˈiməsdik	printed-index	MED		נעי*מעסדיק
נעצר	0	nˈɛʦər	printed-index	MED		נעצער
נפֿיחה	0	nəfˈixə	printed-index	MED		נעפֿיכע
נפֿלע	0	najfˈɛlə	printed-index	MED		נייפֿעלע
נפֿקא	0	nˈafkə	printed-index	MED		נאַפֿקע
נצבֿים	0	niʦˈuvim	printed-index	MED		ניצאָווים
נצרת	0	nˈaʦərəs	printed-index	MED		נאַצערעס
נקבֿה	0	nəkˈajvə	printed-index	MED		נעקייווע
נקבֿים	0	nəkˈuvim	printed-index	MED		נעקאָווים
נקי	0	nˈuki	printed-index	MED		נאָקי
נשׂא	0	nˈusu	printed-index	MED		נאָסאָ
נשׂיא	0	nˈusi	printed-index	MED		נאָסי
נתנען	0	nˈasənən	printed-index	MED		נאַסענען
נתפּעל	0	nispˈuəl	printed-index	MED		ניספּאָעל
סבֿא	0	sˈuvə	printed-index	MED		סאָווע
סבֿיבֿה	0	svˈivə	printed-index	MED		סוויווע
סבֿלן	0	sˈavlən	printed-index	MED		סאַוולען
סבֿלנטע	0	savlˈɛntə	printed-index	MED		סאַוולענטע
סבֿרא	0	svˈurə	printed-index	MED		סוואָרע
סגול	0	sɛɡl	printed-index	MED		סעגל
סוג	0	siɡ	printed-index	MED		סוג
סוגרן	0	sˈɔjɡərn	printed-index	MED		סויגערן
סודותדיק	0	sˈɔjdəsdik	printed-index	MED		סוידעסדיק
סוחרטע	0	sɔjxˈɛrtə	printed-index	MED		סויכערטע
סוחריש	0	sˈuxriʃ	printed-index	MED		סאָכריש
סוחרערײַ	0	suxrˈɛraː	printed-index	MED		סאָכרערײַ
סוכּה	0	sˈikə	printed-index	MED		סוקע
סוכנותּ	0	sˈuxnit	printed-index	MED		סאָכנוט
סולת	0	sˈɔjləs	printed-index	MED		סוילעס
סוס	0	sis	printed-index	MED		סוס
סופֿר	0	sˈɔjfər	printed-index	MED		סויפֿער
סופֿריש	0	sˈufriʃ	printed-index	MED		סאָפֿריש
סיגוף	0	sˈiɡəf	printed-index	MED		סיגעף
סיגנון	0	sˈiɡnən	printed-index	MED		סיגנען
סיוון	0	sivn	printed-index	MED		סיוון
סיום	0	sˈiəm	printed-index	MED		סי*עם
סיכסוך	0	sˈixsəx	printed-index	MED		סיכסעך
סילוק	0	sˈilək	printed-index	MED		סילעק
סילוקן	0	sˈiləkn	printed-index	MED		סילעקן
סינידיק	0	sˈinaːdik	printed-index	MED		סינײַדיק
סיפּור	0	sˈipər	printed-index	MED		סיפּער
סירכא	0	sˈirxə	printed-index	MED		סירכע
סכּין	0	sakn	printed-index	MED		סאַקן
סליחהנען	0	slˈixənən	printed-index	MED		סליכענען
סליחהנער	0	slˈixənər	printed-index	MED		סליכענער
סמאל	0	samˈuəl	printed-index	MED		סאַמאָעל
סמבטיון	0	sambˈatiən	printed-index	MED		סאַמבאַטיען
סמיכה	0	smˈixə	printed-index	MED		סמיכע
סמען	0	sˈamən	printed-index	MED		סאַמען
סנדלפֿון	0	sˈandalfn	printed-index	MED		סאַנדאַלפֿן
סנדק	0	sˈandək	printed-index	MED		סאַנדעק
סנה	0	snə	printed-index	MED		סנע
סניגור	0	sˈanajɡər	printed-index	MED		סאַנייגער
סעדיה	0	sadˈiə	printed-index	MED		סאַדיע
ספֿק	0	sˈufək	printed-index	MED		סאָפֿעק
ספֿקן	0	sˈufəkn	printed-index	MED		סאָפֿעקן
ספֿרד	0	sfard	printed-index	MED		ספֿאַרד
ספֿרדי	0	sfˈardi	printed-index	MED		ספֿאַרדי
ספֿרדיש	0	sfˈardiʃ	printed-index	MED		ספֿאַרדיש
סקילה	0	skˈilə	printed-index	MED		סקילע
סרחה	0	srˈuxə	printed-index	MED		סראָכע
סרחן	0	sarxn	printed-index	MED		סאַרכן
סרחע(נע)ן	0	sˈarxənən	printed-index	MED		סאַרכע(נע)ן
סרטן	0	sartn	printed-index	MED		סאַרטן
סריס	0	sˈurəs	printed-index	MED		סאָרעס
סרסור	0	sˈarsər	printed-index	MED		סאַרסער
סרסורן	0	sˈarsərn	printed-index	MED		סאַרסערן
עבֿד	0	ˈɛvəd	printed-index	MED		עוועד
עבֿדיה	0	uvadˈiə	printed-index	MED		אָוואַדיע
עבֿודה	0	avˈɔjdə	printed-index	MED		אַוווידע
עבֿר	0	ˈuvər	printed-index	MED		אָווער
עבֿרי	0	jvrə	printed-index	MED		איוורע
עגון	0	uɡn	printed-index	MED		אָגן
עדותטע	0	ajdˈɛstə	printed-index	MED		איידעסטע
עדותשאַפֿט	0	ˈajdəsʃaft	printed-index	MED		איידעסשאַפֿט
עובֿדה	0	ˈivdə	printed-index	MED		אוּוודע
עודף	0	ˈɔjdəf	printed-index	MED		אוידעף
עוולה	0	ˈavlə	printed-index	MED		אַוולע
עוון	0	uvn	printed-index	MED		אָוון
עוזר	0	ˈɔjzər	printed-index	MED		אויזער
עומר	0	ˈɔjmər	printed-index	MED		אוימער
עונג	0	ˈɔjnəɡ	printed-index	MED		אוינעג
עוף	0	uf	printed-index	MED		אָף
עופֿעלע	0	ajfˈɛlə	printed-index	MED		אייפֿעלע
עוקץ	0	ˈɔjkəʦ	printed-index	MED		אויקעץ
עוקצין	0	ˈikʦin	printed-index	MED		אוקצין
עזאזל	0	ˈazuzl	printed-index	MED		אַזאָזל
עזבֿון	0	ˈizuvn	printed-index	MED		איזאָוון
עזרא	0	ˈɛzrə	printed-index	MED		עזרע
עזריאל	0	azrˈiəl	printed-index	MED		אַזרי*על
עיבור	0	ˈibər	printed-index	MED		איבער
עיגול	0	iɡl	printed-index	MED		איגל
עיכּובֿ	0	ˈikəv	printed-index	MED		איקעוו
עילוי	0	ˈilə	printed-index	MED		אילע
עילוייDש	0	ilˈijiʃ	printed-index	MED		אילוי*ש
עינוי	0	ˈinə	printed-index	MED		אינע
עיפּוש	0	ˈipəʃ	printed-index	MED		איפּעש
עירובֿ	0	ˈajrəv	printed-index	MED		איירעוו
עירובֿין	0	ˈajrivn	printed-index	MED		איירוּוון
עכבר	0	ˈaxbər	printed-index	MED		אַכבער
עכבראָש	0	axbˈɛruʃ	printed-index	MED		אַכבעראָש
עמוס	0	ˈuməs	printed-index	MED		אָמעס
עמוק	0	ˈumək	printed-index	MED		אָמעק
עמנואל	0	imunˈiəl	printed-index	MED		אימאָנועל
עמק	0	ˈajmək	printed-index	MED		איימעק
עמקן	0	amkn	printed-index	MED		אַמקן
ענוו	0	ˈunəv	printed-index	MED		אָנעוו
ענווה	0	anˈuvə	printed-index	MED		אַנאָווע
עסק	0	ˈajsək	printed-index	MED		אייסעק
עצבֿותניצע	0	aʦvəsnˈiʦə	printed-index	MED		אַצוועסניצע
עצבֿותניק	0	aʦvˈɛsnik	printed-index	MED		אַצוועסניק
עצהן	0	ˈajʦən	printed-index	MED		אייצען
עצתי	0	aʦˈusi	printed-index	MED		אַצאָסי
עקבֿ	0	ˈajkəv	printed-index	MED		אייקעוו
עקדה	0	akˈajdə	printed-index	MED		אַקיידע
עקיבֿא	0	akˈivə	printed-index	MED		אַקיווע
עקרבֿ	0	ˈakrəv	printed-index	MED		אַקרעוו
עקרען	0	ˈakrən	printed-index	MED		אַקרען
עקשן	0	akʃn	printed-index	MED		אַקשן
עקשנטע	0	ˈakʃntə	printed-index	MED		אַקשנטע
ערבֿה	0	arˈuvə	printed-index	MED		אַראָווע
ערבֿובֿיה	0	irvivˈiə	printed-index	MED		אירוווּוויע
ערבֿטע	0	urˈɛvtə	printed-index	MED		אָרעווטע
ערבֿניצע	0	urəvnˈiʦə	printed-index	MED		אָרעווניצע
ערבֿניק	0	urˈɛvnik	printed-index	MED		אָרעווניק
ערוגה	0	arˈiɡə	printed-index	MED		אַרוגע
ערווה	0	ˈɛrvə	printed-index	MED		ערווע
ערך	0	ˈɛrəx	printed-index	MED		ערעך
ערכין	0	arˈuxin	printed-index	MED		אַראָכין
ערל	0	url	printed-index	MED		אָרל
ערלה	0	ˈurlə	printed-index	MED		אָרלע
ערלית	0	ˈarajləs	printed-index	MED		אַריילעס
ערמה	0	ˈurmə	printed-index	MED		אָרמע
עשׂה	0	ˈɛsə	printed-index	MED		עסע
עשׂו	0	ˈajsəv	printed-index	MED		אייסעוו
עשיר	0	ˈuʃər	printed-index	MED		אָשער
עתּיקא	0	atˈikə	printed-index	MED		אַטיקע
פּגימה	0	pɡˈimə	printed-index	MED		פּגימע
פּגירה	0	pɡˈirə	printed-index	MED		פּגירע
פּגע	0	pˈɛɡə	printed-index	MED		פּעגע
פּגר	0	pˈajɡər	printed-index	MED		פּייגער
