word	pointed	rule_ipa	observed_ipa	count
זאגן"	זָאַגְן"	zuɡən"	זאגן	3
כבוד"	כָּבוֹד"	xbid"	kəvəd	3
לנסיכים"	לִנְסִיכִים"	lnsixim"	linssikhim	3
מיר"	מיר"	mir"	mɪr	3
נו"ן	נוּ"ן	ni"n	nun	3
נונ"ן	נונ"ן	nin"n	nunən	3
רש"י'ס	רַשִׁ"י'ס	rʃ"is	raʃɪs	3
רשב"א	רַשְׁבָּ"א	rʃb"a	ראשבא	3
שבֿות	שַׁבָּת	ʃvis	ʃabəs	3
שלום"	שָׁלוֹם"	ʃulɛm"	ʃoləm	3
תּפֿילות	תְּפִלּוֹת	tfilis	tfiləs	3
בטחון	בִּטָּחוֹן	btxin	bitoxn	3
החוטם	הַחוֹטָם	hxitəm	xojtəm	3
חבר'טע	חבֿרטע	xbrtə	xavərtə	3
קטנתי	קָטֹנְתִּי	ktnsi	kotonti	3
תשקוט	תִּשְׁקֹט	sʃkit	tishkot	3
"אויך	"אויך	"ɔɪx	אויך	3
"הלעיטני	"הַלְעִיטֵנִי	"hlaɪtni	halajtəni	3
"ואם	"ואם	"iam	veim	3
"וברפא	"וּבְרַפֵא	"ibrfa	uvərapo	3
"ויאמר	"וַיֹּאמֶר	"ɔɪamr	vajojmer	3
"ויהי	"וַיְהִי	"ɔɪhi	vajhi	3
"וכי	"וְכִי	"ixi	vəxi	3
"לא	"לֹא	"la	lo	3
"מי	"מִי	"mi	מי	3
"נא	"נאָ	"na	no	3
א"ר	א"ר	a"r	alefrejh	3
אדנ"י	אֲדֹנָ"י	adən"i	adajnaj	3
אים"	אים"	im"	אים	3
אל"	אֵל"	al"	אל	3
אפיקומן"	אַפִֿיקוֹמָן"	afikimən"	afikomən	3
אר"י	אֲרִ"י	ar"i	arɪ	3
בחרבי	בְּחַרְבִּי	bxrbi	bəxarbi	3
בית־המקדש	בֵּית־הַמִּקְדָּשׁ	bis hmkdʃ	bajsəmɪkdəʃ	3
בעצרת	בַּעֲצֶרֶת	bɛʦrs	batserəs	3
בריח'ס		brixs	briaχs	3
בתורת	בְּתוֹרַת	bsirs	בתורת	3
בתמוז	בְּתַמּוּז	bsmiz	bətamiəz	3
בתקול	בַּתקוֹל	bskil	baskol	3
דוחה	דּוֹחֶה	dixh	dojxe	3
דנחמתא	דְנֶחָמָתָא	dnxmsa	dənejxamta	3
האזרח	הָאֶזְרָח	hazrx	hɔɛzrɔχ	3
החסיד	הֶחָסִיד	hxsid	hexosid	3
היום"	הַיּוֹם"	hjim"	hayoym	3
הכפורת	הַכַּפּוֹרֶת	hxfirs	hakapoyres	3
הנותן	הַנּוֹתֵן	hnisən	האנױסן	3
הרעותה	הֲרֵעוֹתָה	hrɛiʃ	hərejojsə	3
השוחד	הַשֹּׁחַד	hʃixd	השוחד	3
השקעת	הִשְׁקַעְתָּ	hʃkɛs	hiʃkatə	3
ובהמתך	וּבְהֶמְתֶּךָ	ibhmsx	uvxemtexo	3
וחזרת	וַחֲזֶרֶת	ixzrs	vaχazɛrɛs	3
וחתימה	וַחֲתִימָה	ixsimh	vxasime	3
ולבכותה	וְלִבְכֹּתָהּ	ilbxiʃ	vəlivkɔsɔ	3
ותשובה	וּתְשׁוּבָה	isʃibh	utʃuvə	3
זיע"א	זצוקללז"ה	ziə"a	zia	3
חומה	חוֹמָה	ximh	xəjmɔ	3
חנניה	חֲנַנְיָה	xnnih	כאנאניע	3
חנשיה	חנשיה	xnʃih	חנשיה	3
חסדיך	חֲסָדֶיךָ	xsdix	xasdexə	3
חסרון	חֶסְרוֹן	xsrin	xəsərn	3
חרוסת	חרוסת	xriss	חרוסת	3
חרפתו	חֶרְפָּתוֹ	xrfsi	khɛrpɔsɔ	3
יסלתם	יִסְלָתִם	islsəm	jislosim	3
יעקב"	יַעֲקֹב"	jɛkb"	jakəv	3
ירפא"	יְרַפֵא"	irfa"	jərape	3
כרחוק	כִּרְחֹק	xrxik	kəroxak	3
ל"ו	ל"ו	l"i	לו	3
להשכיחם	לְהַשְׁכִּיחָם	lhʃxixəm	ləhaʃkiχam	3
לומע"ד	לָאמֶע"ד	limə"d	lamət	3
לחודש	לַחֹדֶשׁ	lxidʃ	laxɔjdəʃ	3
לחשבון	לְחֶשְׁבּוֹן	lxʃbin	lxɛʃbn	3
למחיה	לְמִחְיָה	lmxih	למחיה	3
למלאכת	לִמְלֶאכֶת	lmlaxs	ləmləxəs	3
לקחתי	לָקַחְתִּי	lkxsi	lokaxti	3
לרחוק	לָרָחוֹק	lrxik	larokhoik	3
לשמחו	לְשַׂמְּחוֹ	lʃmxi	ləsamxo	3
מגילת	מגילת	mɡils	mgiləs	3
מדינת	מְדִינַת	mdins	מדינת	3
מזבחי	מִזְבְּחִי	mzbxi	mizbɘxi	3
מזרחי	מִזְרָחִי	mzrxi	מזרחי	3
מחומש	מַחוּמָשׁ	mximʃ	məxuməʃ	3
מחושך	מֵחֹשֶׁךְ	mxiʃx	majxojʃəx	3
מחמיר	מַחְמִיר	mxmir	מחמיר	3
מטבעות	מַטְבְּעוֹת	mtbɛis	matbejəs	3
מלכותך	מַלְכוּתְךָ	mlxisx	mɑlxəsχɔ	3
ממתיק	מַמְתִּיק	mmsik	ממתיק	3
מסורת	מסורת	msirs	msojrəs	3
מסילת	מְסִלַּת	msils	msiləs	3
מרחשון	מַרְחֶשְׁוָן	mrxʃin	marxɛʃvn	3
משיחס	מְשִׁיחַ'ס	mʃixs	משיחס	3
נוחה	נוֹחָה	nixh	nojxə	3
נשמחנו	נִשְׂמַחְנוּ	nʃmxni	nismaχnə	3
נשמתו	נִשְׁמָתוֹ	nʃmsi	נשמתו	3
סופֿיתּיבֿות	סוֹפֵיתֵּיבֿוֹת	sifitivis	סופיתיבות	3
עוד"	עוֹד"	ɛid"	עוד	3
פּאות	פּאות	pais	פאות	3
פקדתי	פָּקַדְתִּי	fkdsi	pokadtj	3
ראתה	רָאֲתָה	raʃ	roəsə	3
ריטב"א	ריטבַּ"א	ritb"a	ריטבא	3
שבתדיק	שבתדיק	ʃubɛsdik	ʃabəsdik	3
שבתפעקלעך	שַׁבָּתפֶעקְלֶעך	ʃubɛsfɛklɛx	ʃabəspekləx	3
שוין"	שוֹיְן"	ʃɔɪn"	ʃojn	3
שולחן	שׁוּלְחָן	ʃilxaɪn	שולחן	3
שיחה	שִׂיחָה	ʃixh	שיחה	3
שיןדלת	שִׁיןדָּלֶת	ʃindls	שיןדלת	3
שלוחן	שְׁלוֹחַן	ʃlixaɪn	ʃloxan	3
שנותן	שֶׁנּוֹתֵן	ʃnisən	שנותן	3
תברכו	תְבָרֲכוּ	sbrxi	təvɔrxijs	3
תחתית	תַּחְתִּית	sxsis	תחתית	3
תלמיד־חכם	תַּלְמִיד־חָכָם	talmid xuxɛm	talmədxoxəm	3
תנחום	תּנחום	snxim	tanchum	3
תעלה	תַעֲלֶה	sɛlh	talə	3
תפארתך	תִּפְאַרְתֶּךָ	sfarsx	tifartexɔ	3
תרגעז		srɡɛz	tirgəzi	3
תרדוף	תִּרְדֹּף	srdif	tɪrdəf	3
תתנשא	תִּתְנַשְּׂאוּ	ssnʃa	tisnase	3
תתעלם	תִּתְעַלַּם	ssɛləm	tisaləm	3
במעלות	בְמַעֲלֹת	bmɛlis	bɘmɔjlɘs	3
בסיכות	בַּסֻּכּוֹת	bsixis	basukəs	3
גנות	גְּנוּת	ɡnis	גנות	3
דביקות	דבֿיקות	dbikis	דביקות	3
הבריות	הַבְּרִיּוֹת	hbrjis	habrijəs	3
הדיברות	הַדִּבְּרוֹת	hdibris	adəbrəs	3
ונחמדים	וְנֶחְמָדִים	inxmdim	vənɛxmadim	3
ופשתים	וּפִשְׁתִּים	ifʃsim	ufisjtim	3
זריזות	זְרִיזוּת	zrizis	zrizəs	3
חביבות	חֲבִיבוּת	xbibis	xavivəs	3
חביבים	חֲבִיבִים	xbibim	xəvivim	3
חובֿ	חוֹב	xiv	xəv	3
חומשים	חומשים	ximʃim	xuməʃim	3
חמישים	חֲמִשִּׁים	xmiʃim	xamiʃim	3
חשובֿ	חָשׁוּבֿ	xʃiv	xɔʃəv	3
מדריגות	מַדְרֵגוֹת	mdriɡis	madrejgəs	3
מוסדות	מוֹסְדוֹת	misdis	mojsdəs	3
מזוזות	מְזוּזוֹת	mzizis	mzuzəs	3
מזונות	מְזוֹנוֹת	mzinis	məzoɪnəs	3
מחזורים	מחזורים	mxzirim	maxzorim	3
מחלוקות	מַחֲלוֹקֶת	mxlikis	maxlojkes	3
מלחינים	מלחינים	mlxinim	מלחינים	3
עקשנות	עַקְשָׁנוּת	ɛkʃnis	ekshenes	3
פּיקח	פִּקֵּחַ	pikx	pikjex	3
קלות	קַלּוֹת	klis	kaləs	3
רות	רוּת	ris	rus	3
רצונות	רְצוֹנוֹת	rʦinis	rətsonəs	3
שותּף	שוּתָּף	ʃitf	שותף	3
שותפות		ʃisfis	ʃitfəs	3
שותפים	שותּפֿים	ʃisfim	ʃitəfəm	3
שחורים	שְׁחוֹרִים	ʃxirim	ʃxejrɪm	3
תּמוז	תַּמּוּז	tmiz	taməz	3
תשים	תָּשִׂים	sʃim	tosəm	3
גימטריאות	גִימַטְרִיאוֹת	ɡimtriais	gimatriəs	3
שיטות	שיטות	ʃitis	ʃitəs	3
בנה	בְּנֵה	bnh	bnaj	3
ברמה	בְּרָמָה	brmh	brome	3
בשדה	בשדה	bʃdh	בשדה	3
גזרה	גזירה	ɡzrh	גזיירע	3
גרה	גרה	ɡrh	gejrə	3
הבה	הָבָה	hbh	hava	3
הבהמה	הַבְּהֵמָה	hbhmh	הבהמה	3
הגה	הֶגֶה	hɡh	hejgɛ	3
הדלקה	הדלקה	hdlx	הדלקה	3
המכפלה	הַמַּכְפֵּלָה	hmxflh	hamaxpelə	3
הנשמה	הַנְּשָׁמָה	hnʃmh	הנשמה	3
הפלגה	הַפַּלָגָה	hflɡh	hapalagə	3
הרבה	הרבה	hrbh	harbə	3
ואקחה		iakxh	vəekxo	3
ויתעלה	וְיִתְעַלֶּה	ɔɪsɛlh	vəjisalə	3
חוימה	חוֹימָה	xɔɪmh	xoimə	3
טהרה	טָהֳרָה	thrh	טעהארע	3
יתירה	יְתֵרָה	isirh	jsajrɔ	3
כַּמָּה	כַּמָּה	xmh	kamə	3
כהלכה	כַּהֲלָכָה	xhlxh	kahaloxə	3
כפה	כָּפָה	xfh	kofe	3
לזה	לָזֶה	lʒ	ləzɛ	3
לכלמה	לִכְלִמָּה	lxlmh	lixlimo	3
מדמה	מְדַמֶּה	mdmh	mdamə	3
מהנה	מְהַנֶה	mhnh	מהנה	3
נדבה	נְדָבָה	ndbh	נדבה	3
נדדה	נָדְדָה	nddh	noddo	3
נזכה	נִזְכֶּה	nzxh	nizke	3
סברה	סבֿרא	sbrh	svore	3
פַּרָה	פָּרָה	frh	parɔ	3
פָּרָה	פָּרָה	frh	poro	3
קטנה	קְטַנָּה	ktnh	kətana	3
קשה	קָשֶׁה	kʃh	קשה	3
רכה	רַכָּה	rxh	rako	3
שלשה	שְׁלֹשָׁה	ʃlʃh	ʃlojʃo	3
שמה	שְׁמֵהּ	ʃmh	ʃmeh	3
אחריות	אַחריות	axrjis	אחריות	3
אמרתּי	אָמַרְתִּי	amrti	ɔmarti	3
אתים	אתים	asim	esim	3
אתרוגים	אתרוגים	asriɡim	əsrigim	3
באריכות	בַּאֲרִיכוּת	barixis	באריכות	3
בצבועות	בִּצְבוֹעוֹת	bʦbiɛis	bitsvojəs	3
בשועות	בִּישׁוּעָתֶךָ	bʃiɛis	בשועתך	3
גלויות	גָּלֻיּוֹת	ɡlɔɪis	גאליעס	3
דאגות	דְּאָגוֹת	daɡis	dajgəs	3
דבֿר	דָּבָר	dvr	dvar	3
דזוטרתא	דְּזוּטַרְתָּא	ʣitrsa	dzutarto	3
דמעות	דְּמָעוֹת	dmɛis	dimejes	3
האצילות	הָאֲצִילוּת	haʦilis	hatsiləs	3
החיצונים	הַחִיצוֹנִים	hxiʦinim	haxitsɔjnəm	3
המאורות	הַמְּאֹרוֹת	hmairis	haməojrojs	3
השואבות	השואבות	hʃiabis	haʃojəvəs	3
ואמהות	וְאִמָּהוֹת	iamhis	vəimohəs	3
זוטרתא	זִוטַרְתָּא	zitrsa	zɯtartɔ	3
זיתים	זֵיתִים	zisim	zasəm	3
זכויות	זְכֻיוֹת	zxɔɪis	xijes	3
חירות		xiris	xejrəs	3
חשובֿע	חֲשׁוּבֶע	xʃivə	חשובע	3
טורח	טוֹרֵחַ	tirx	tojrex	3
טיקןחלום	תִּקּוּןחֲלוֹם	tiknxlim	tikunxoləm	3
יבמות	יְבָמוֹת	ibmis	jəvoməs	3
יחידים	יְחִידִים	ixidim	jəxidim	3
יתומים	יְתוֹמִים	isimim	jsɔmɪm	3
כּפֿל	כּפֿל	kfl	kəfəl	3
כפֿל	כּפֿל	xfl	kafəl	3
לֶעֱלוֹת	לֶעֱלוֹת	lɛlis	לעלות	3
מסעות	מַסָּעוֹת	msɛis	masɔjəs	3
מעות	מָעוֹת	mɛis	moəs	3
נוראות	נוראות	nirais	נוראות	3
נחום'טשע	נַחום'טשע	nximʧə	נוחומטשע	3
עונות	עֲוֹנוֹת	ɛinis	עונות	3
עופות	עוֹפוֹת	ɛifis	ojfəs	3
עצות	עֵצוֹת	ɛʦis	ejtsəs	3
ערבות	עַרְבוּת	ɛrbis	arovəs	3
עריות	עֲרָיוֹת	ɛrjis	arayos	3
פּסק	פְּסָק	psk	psak	3
פלאות	פְּלָאוֹת	flais	פלאות	3
רבואות		rbiais	rivovs	3
רפואות	רפואות	rfiais	rəfiəs	3
רשעות	רשעות	rʃɛis	riʃəs	3
שׂטן	שָׂטָן	stən	sotn	3
שׂכר	שָׂכָר	sxr	sxor	3
שאימפתחטו	שֶׁאִמְפַּתְחְטוּ	ʃaːmfsxti	ʃeimpaxti	3
שירות	שירות	ʃiris	שירות	3
שלוש־סעודות	שלוש־סעודות	ʃliʃ sɛidis	שלושסעודות	3
"דאָס	"דאָס	"dus	dos	3
"למען	"לְמַעַן	"lmɛn	lemaan	3
"מען	"מען	"mɛn	mən	3
אבחר	אֶבְחַר	abxr	evxar	3
אחריתם	אַחֲרִיתָם	axrisəm	axarıjsom	3
אלף־בית	אַלף־בית	alf bis	אלעףבעס	3
אסנת	אָסנת	asns	osnas	3
אתכם	אֶתְכֶם	asxəm	אתכם	3
באחד	בְּאֶחָד	baxd	bəɛxəd	3
באחרית	בְּאַחֲרִית	baxris	באחרית	3
בוחן	בּוֹחֵן	bixaɪn	boxen	3
בזאת	בְּזֹאת	bzas	bəzojs	3
בחיר	בְּחִיר	bxir	bxijr	3
ביתס	בֵּיתס	biss	bajsəs	3
בריח	בְּרֵיחַ	brix	בריח	3
בתוך	בְּתוֹךְ	bsix	bətojx	3
בתרי	בִּתְרֵי	bsri	bɘtrej	3
גלית	גָּלְיָת	ɡlis	goljas	3
הידעתם	הַיְדַעְתֶּם	hidɛsəm	haɪdatɛm	3
ובקשתי	וּבְקַשְׁתִּי	ibkʃsi	uvəkaʃti	3
וברחמיך	וּבְרַחֲמֶיךָ	ibrxmix	uvraχameχa	3
ויתגדל	וְיִתְגַּדַּל	ɔɪsɡdl	vəjitgadal	3
ונלח	וְנִסְלַח	inlx	vənislax	3
וקדשתו	וְקִדַּשְׁתּוֹ	ikdʃsi	vəkidaʃto	3
ורחם	וְרַחֵם	irxəm	vrɒxəm	3
ותגל	וְתָגֵל	isɡl	vətagejl	3
ותלך	וַתֵּלֶךְ	islx	vataylex	3
חוקר	חוֹקֵר	xikr	xojkər	3
חור	חור	xir	xɪr	3
חושש	חוֹשֵׁשׁ	xiʃʃ	חושש	3
חזקי	חִזְקִי	xzki	xiski	3
חזקיהו	חִזְקִיָּהוּ	xzkihi	xəzkijoi	3
חינם	חִנָּם	xinm	khinom	3
חית	חֵית	xis	xes	3
חלקו	חֶלְקוֹ	xlki	חלקו	3
חסדו	חַסְדּוֹ	xsdi	xasdoj	3
חריף	חָרִיף	xrif	xarəf	3
חרפו	חֵרְפוּ	xrfi	kharfu	3
חשון	חֶשְׁוָן	xʃin	xeʃvn	3
יחסר	יֶחְסַר	ixsr	יחסר	3
ילחם	יִלָּחֵם	ilxəm	ילחם	3
יפת	יֶפֶת	ifs	jefəs	3
יפתח	יִפְתָּח	ifsx	יפתח	3
יתרככו	יִתְרַכְּכוּ	isrxxi	yisraxkxi	3
כעת	כָּעֵת	xɛs	kaes	3
כקריעת	כִּקְרִיעַת	xkriɛs	כקריעת	3
לבית	לְבֵית	lbis	ləvajs	3
לדורותם	לְדוֹרֹתָם	ldirisəm	ledorojsem	3
לחי	לְחַי	lxi	lexaɪ	3
לחמי	לַחְמִי	lxmi	laxmɪ	3
לעת	לְעֵת	lɛs	lejəs	3
מאת	מֵאֵת	mas	mejes	3
מחום	מחום	mxim	מחום	3
מחיח		mxix	מחיה	3
מחי׳	מחיה	mxiʔ	מחיה	3
מחלו	מַחֲלוּ	mxli	maxalɘ	3
מחני	מְחֵנִי	mxni	maxejnei	3
מחסורו	מַחְסוֹרוֹ	mxsiri	מחסורו	3
מיתת	מִיתַת	miss	misas	3
מכוח	מִכּוֹחַ	mxix	מכוח	3
מלכותא	מַלְכוּתָא	mlxisa	malxusa	3
מרופתא		mrifsa	lkiχo	3
משיחזאג	מְשִׁיחַ'זַאג	mʃixzaɡ	məʃiəχzag	3
מתוקין	מְתוּקִין	msikin	mesukin	3
נחור	נָחוֹר	nxir	nɔχɔʁ	3
נחמי	נַחֲמִי	nxmi	naxmi	3
נפשותיכם	נַפְשׁוֹתֵיכֶם	nfʃisixəm	nafʃojsehəm	3
נתתי	נָתַתִּי	nssi	nosati	3
עזרת	עֶזְרַת	ɛzrs	ezras	3
עמת	אֱמֶת	ɛms	אמת	3
עקרת	עִקְרַת	ɛkrs	ikres	3
פותח	פּוֹתֵחַ	fisx	פותח	3
פותר	פּותר	fisr	poyser	3
פליח	פְלִיחַ	flix	fliəx	3
פסיקתא	פּסיקתא	fsiksa	psiktə	3
פתוח	פָּתוֹחַ	fsix	posojax	3
קראת	קָרָאתָ	kras	koroso	3
רֵיַח	רֵיַח	rix	rejax	3
שבת׳דיגע	שבתּדיגע	ʃubɛsdiɡə	שבתדיגע	3
שותף	שותּף	ʃisf	שוטעף	3
שיח	שִׂיחַ	ʃix	שיח	3
שירת	שִׁירַת	ʃirs	ʃiras	3
תגנובו		sɡnibi	tignovu	3
תוכן	תוֹכֶן	sixən	toxən	3
תולדותיהם	תּוֹלְדוֹתֵיהֶם	sildisihm	tojlʲdjsejhem	3
תחרישון	תַּחֲרִישׁוּן	sxriʃin	תחרישון	3
תלכו	תֵּלֵכוּ	slxi	teləxu	3
תלמודור	תַּלְמוּדוֹר	slmidir	talmudor	3
תנחומא	תַּנְחוּמָא	snxima	tancume	3
תפוח	תַּפּוּחַ	sfix	תפוח	3
תקיף	תַּקִּיף	skif	takəf	3
תקרי	תִּקְרֵי	skri	tikre	3
תרי	תְּרֵי	sri	תרי	3
תשליכנו	תַּשְׁלִיכֵנוּ	sʃlixni	taʃliχejni	3
"אבער	"אַבער	"ubɛr	aber	3
"ווער	"ווער	"vɛr	ver	3
אַרייַן"	אַרייַן"	araɪn"	aran	3
אליין"	אַליין"	alaɪn"	alajn	3
אשמרה	אֶשְׁמְרָה	aʃmrh	eʃməro	3
בכורה	בכורה	bxirh	bxojrə	3
במעשה	בְּמַעֲשֵׂה	bmɛʃh	bəmasə	3
בסוכה		bsixh	באסוקע	3
בציפה		bʦifh	bətsifɔ	3
ברוכה	בְּרָכָה	brixh	broxe	3
ברינה	בְּרִנָּה	brinh	birino	3
בשלושה	בִּשְׁלֹשָׁה	bʃliʃh	בשלושה	3
גבורה	גְּבוּרָה	ɡbirh	gvujro	3
הגדולה	הַגְּדוֹלָה	hɡdilh	hagdojlə	3
הנגינה	הַנְּגִינָה	hnɡinh	hanəginə	3
הסיבה	הַסֵבָּה	hsibh	haseba	3
השירה	הַשִּׁירָה	hʃirh	haʃirɔ	3
השקיפה	הַשְׁקִיפָה	hʃkifh	השקיפה	3
וכמנשה	וְכִמְנַשֶּׁה	ixmnʃh	veximnaʃe	3
חוטא	חוֹטֵא	xita	χojte	3
חטאתי	חָטָאתִי	xtasi	xatosi	3
חתמנ'ען	חתמנ'ען	xsmnɛn	xatmenen	3
טומאת	טוּמְאַת	timas	טומאת	3
טריפה	טְרֵפָה	trifh	טריפה	3
כפירה	כְּפִירָה	xfirh	כפירע	3
לבונה	לְבוֹנָה	lbinh	lvɔjnə	3
ליבשה		libʃh	lajəbaʃə	3
מגודה	מְגֻדָּה	mɡidh	məgudə	3
מלוכה	מְלוּכָה	mlixh	mləxə	3
ממונה	מְמוּנֶה	mminh	ממונה	3
מתוודה	מתווַדֶה	msvdh	mitvade	3
נגילה	נָגִילָה	nɡilh	nagila	3
נקודה	נְקוּדָה	nkidh	nəkidə	3
קמיצה	קְמִיצָה	kmiʧ	קמיצה	3
ראַשב"א	רַאשְׁבָּ"א	raʃb"a	raʃbɔ	3
בגדים	בְּגָדִים	bɡdim	bgodim	3
בשמים	בְּשָׂמִים	bʃmim	bsojməm	3
בשנים	בִּשְׁנַיִם	bʃnim	biʃnajəm	3
גזלנים	גַזְלָנִים	ɡzlnim	gazlonim	3
גשמים	גְשָׁמִים	ɡʃmim	gʃomim	3
הכהנים	הַכֹּהֲנִים	hxhnim	הכוהנים	3
המכסכים	הַמַּכְסִיכִים	hmxsxim	hamaxsixim	3
המצרים	הַמְּצָרִים	hmʦrim	hamətsɔrɪm	3
הפנים	הַפָּנִים	hfnim	האפנים	3
הרקדנים	הַרַקְדָנִים	hrkdnim	הרקדנים	3
זכרים	זְכָרִים	zxrim	zxurəm	3
זמנים	זְמַנִּים	zmnim	zmanim	3
יפֿה	יָפָה	ifh	jofi	3
כבשים	כְּבָשִׂים	xbʃim	כבשים	3
לרבים	לָרַבִּים	lrbim	lərabəm	3
מ'פֿירט	מ'פֿירט	mɛ firt	mfert	3
מ'רופֿט	מ'רוּפְֿט	mɛ rift	mruft	3
מדרשים	מִדְרָשִׁים	mdrʃim	מדרשים	3
מלכים	מְלָכִים	mlxim	מלאכים	3
סדרים	סְדָרִים	sdrim	sdorim	3
עשׂה	עָשָׂה	ɛʃ	ɔsɔ	3
פֿערטן	פֿערטן	fɛrtən	fertn	3
פֿרעגסט	פְֿרֶעגְסְט	frɛɡst	fregst	3
פרטים	פְּרָטִים	frtim	פרטים	3
קְטַנִּים	קְטַנִּים	ktnim	ktanim	3
קדשים	קָדָשִׁים	kdʃim	kadɔʃɪm	3
רגלים	רְגָלִים	rɡlim	rəgolim	3
שׂוֹרָה	שׂוֹרָה	sirh	שורה	3
שברים	שבֿרים	ʃbrim	ʃvɔrɪm	3
שמשים	שַׁמָּשִׁים	ʃmʃim	ʃamoʃim	3
שפּיגל	שפּיגל	ʃpiɡl	ʃpɪgl	3
שפּירן	שְׁפִירְן	ʃpirən	ʃpɪrn	3
שרפים	שְׂרָפִים	ʃrfim	srofim	3
אבדתי	אָבַדְתִּי	abdsi	ɔvadti	3
אבותיהם	אֲבוֹתֵיהֶם	abisihm	אבותיהם	3
אבותיו	אֲבוֹתָיו	abisji	אבותיו	3
אבותינו	אֲבוֹתֵינוּ	abisini	avojsejni	3
אבותם	אֲבוֹתָם	abisəm	avɔjsɔm	3
אורח־מאן	אורח־מאַן	irx man	ojrexman	3
אותם	אוֹתָם	isəm	osam	3
אחותינו	אֲחוֹתֵנוּ	axisini	אחותינו	3
אחיה	אֲחִיָּה	axih	aχjə	3
אחרון	אַחֲרוֹן	axrin	axrn	3
אחריו	אַחֲרָיו	axrji	aχarof	3
אחריך	אַחֲרֶיךָ	axrix	axarexa	3
אחרית	אַחֲרִית	axris	אחרית	3
איתגליא	אִתְגַּלְיָא	isɡlia	itgaljɔ	3
אמונת	אֱמוּנַת	amins	emynəs	3
אמתדיקע	אמתדיקע	ɛmɛsdikə	emesdike	3
בל	בַּל	bl	bal	3
במזל	בְּמַזָּל	bmzl	bəmazl	3
בסיעתא	בְּסִיַּעְתָּא	bsiɛsa	bəsijatə	3
בקר	בָּקָר	bkr	בקר	3
בריוח	בְּרֶוַח	brjix	bərevəx	3
ברכ'ל	בערעלע	braːx l	berələ	3
ברן	בַּרְןַ	brən	barn	3
גט	גֶעט	ɡt	get	3
גטן	גֶעטְנ	ɡtən	געטנ	3
גיחזי		ɡixzi	gejxazi	3
גמר	גְּמַר	ɡmr	gmar	3
גשמיותדיגע	גשמיותדיגע	ɡʃmjisdiɡə	gaʃmiəsdigə	3
דברך	דְּבָרְךָ	dbrx	dvorxo	3
דגל	דֶגֶל	dɡl	degəl	3
דספר		dsfr	dsaɟfər	3
דר	דָּר	dr	dər	3
דרבנן	דְּרַבָּנָן	drbnn	dərabɔnən	3
הבן	הַבֵּן	hbən	habejn	3
הגר	הָגָר	hɡr	הגר	3
הדשן	הַדֶּשֶׁן	hdʃən	hadejʃn	3
הזהב	הַזָּהָב	hʒb	hazohov	3
היחיד	הַיָּחִיד	hixid	hajaχid	3
הל	הַלֵל	hl	haləl	3
הלט	האַלט	hlt	halt	3
הלטן	הַלְטְן	hltən	haltn	3
המשך	הֶמְשֵׁךְ	hmʃx	המשך	3
הסט	הָאָסְט	hst	host	3
הספד	הֶסְפֵּד	hsfd	hespəd	3
הפסק	הפסק	hpask	הפסק	3
הפקר	הֶפְקֵר	hfkr	הפקר	3
הרגש	הַרְגָּשָׁה	harɡʃ	hargəʃə	3
הרן	הָרָן	hrən	horən	3
הרץ	הַרץ	hrʦ	harts	3
השטן	הַשָּׂטָן	hʃtən	asotn	3
השמש	הַשֶּׁמֶשׁ	hʃmʃ	haʃeməʃ	3
השס	הש"ס	hʃs	aʃas	3
התאוה	הַתַּאֲוָה	hsaih	התאוה	3
ואותו	וְאוֹתוֹ	iaisi	vəojsoj	3
ואחר	וְאַחַר	iaxr	veaxar	3
ואשתוי	וְאִשְׁתּוֹ	iaʃsɔɪ	vɘiʃtoj	3
ואתם	וְאַתֶּם	iasəm	vəatəm	3
וביתו	וּבֵיתוֹ	ibisi	yvejsə	3
וחנון	וְחַנּוּן	ixnin	vəxanən	3
וחסרוני	וְחֶסְרוֹנִי	ixsrini	vexesrojni	3
וחסרונמי	וְחֶסְרוֹנְמִי	ixsrinmi	vəxesronmi	3
ויחכם	וְיֶחְכַּם	ɔɪxxəm	ויחכם	3
ויחני	וַיַּחֲנִי	ɔɪxni	ויחני	3
ויכתוב	וַיִּכְתֹּב	ɔɪxsib	vajixtejv	3
ויפקח	וַיִּפְקַח	ɔɪfkx	vajifkax	3
ויקחי	וְיִקְחִי	ɔɪkxi	ויקחי	3
וכחסדיו	וּכְחֲסָדָיו	ixxsdji	uxasadav	3
ומחית	וּמָחִיתָ	imxis	umaxiso	3
ונחעם	וְנָעִים	inxɛm	venejem	3
ועקידת	וַעֲקֵידַת	iɛkids	vakajdəs	3
וערבית	וְעַרְבִית	iɛrbis	vaarvəs	3
ורחמיו	וְרַחֲמָיו	irxmji	ורחמיו	3
ותהוי	וְתֶהֱוֵי	iʃɔɪ	vɛtɛhɛve	3
ותהי	וַתְּהִי	iʃi	vatəhi	3
ותמלא	וַתְּמַלֵּא	ismla	vatəmalay	3
ותראה	וְתֵרָאֶה	israh	ותראה	3
זך	זַךְ	zx	zaχ	3
זכותא	זְכוּתָא	zxisa	sxɔsə	3
זכיתי	זָכִיתִי	zxisi	zaxisi	3
זמר	זֶמֶר	zmr	zemer	3
זקן'	זָקֵן'	zknʔ	zɔkən	3
זרה'ס	זָרָה'ס	zrhs	zɔres	3
חַיִי	חַיִי	xij	xaji	3
