word_bare	canonical_pointed	n_variants_before	total_count	source
ארויפספידן	אַרויפֿספּידן	1	1	mechanical
מענאר	מֶענאָר	1	1	mechanical
פארdem	פֿאַרdem	1	1	mechanical
טשילא	טשִילאָ	1	1	mechanical
טנק	טֵנְק	1	1	mechanical
פליסיס	פְלִיסִיס	1	1	mechanical
ספיטשלעס	סְפִּיטְשְׁלֶעס	1	1	mechanical
המזונות	הַמְּזוֹנוֹת	1	1	mechanical
אידנטום	אידנטום	1	1	mechanical
תיקונים	תיקונים	1	1	mechanical
אראפנערן	אַראָפּנערן	1	1	mechanical
אנפאלן	אָנפַֿאַלְן	1	1	mechanical
המשכה	הַמְשָׁכָה	1	1	mechanical
יתעליון	יִתְעַלְיוֹן	1	1	mechanical
אפגעליכטיגן	אָפְגֶעלִיכְטִיגְן	1	1	mechanical
יזכרו	יִזְכְּרוּ	1	1	mechanical
דורכרעדן	דורכרעדן	1	1	mechanical
השנה'דיגע	הַשָּׁנָה'דִיגֶע	1	1	mechanical
כפור'דיגע	כִּפּוּר'דִיגֶע	1	1	mechanical
יונית	יְוָנִית	1	1	mechanical
אערליכע	אֶערְלִיכֶע	1	1	mechanical
אעמאלדיגע	אֶעמָאלְדִיגֶע	1	1	mechanical
נחלאאותדיגן	נַחַלְאאַוֹתְדִיגְן	1	1	mechanical
עולכדרמאן	עוֹלְכְדֶרְמַאן	1	1	mechanical
זאיאציג	זַאיאַצִיג	1	1	mechanical
אראויס	אַרַאוֹיס	1	1	mechanical
לושן	לוֹשְׁן	1	1	mechanical
קאנעמער	קַאנֶעמֶער	1	1	mechanical
מלחין	מלחין	1	1	mechanical
ארויסגעליאקט	אַרוֹיסְגֶעלִיאַקְט	1	1	mechanical
ארענע	אַרֶענֶע	1	1	mechanical
זינאגאגא	זינאַגאָגאַ	1	1	mechanical
דעסיידעד	דעסיידעד	1	1	mechanical
געהערייט	געהערייַט	1	1	mechanical
ביליאן	ביליאָן	1	1	mechanical
איבערזינגען	איבערזינגען	1	1	mechanical
אריינגעדרושט	אַרייַנגעדרושט	1	1	mechanical
פונאנאנדערצוציען	פֿונאַנאַנדערצוציען	1	1	mechanical
קלאוויאטור	קלאוויאַטור	1	1	mechanical
צאמגעזעצט	צאַמגעזעצט	1	1	mechanical
באטאנס	באַטאָנס	1	1	mechanical
געדרייטער	געדרייטער	1	1	mechanical
הארמאניזן	האַרמאָניזן	1	1	mechanical
קארליבאך	קאַרליבאַך	1	1	mechanical
ציצאך	ציצאַך	1	1	mechanical
אינטערצוזינגען	אינטערצוזינגען	1	1	mechanical
מעדזשאר	מֵעדזשׇאר	1	1	mechanical
שגדול	שֶׁגָּדוֹל	1	1	mechanical
מ'ענאפס	מ'ענאפס	1	1	mechanical
טראכטנא	טראַכטנא	1	1	mechanical
שפילערס	שפּילערס	1	1	mechanical
ענפיר	עַנפִֿיר	1	1	mechanical
קנעפלאך	קְנֶעפְּלַאך	1	1	mechanical
אפבעטן	אָפּבעטן	1	1	mechanical
אונצוגעהבן	אוּנְצוּגֶעהבְן	1	1	mechanical
כוויל	כְּווִיל	1	1	mechanical
באטנס	באַטְנְס	1	1	mechanical
קלאויאאטור	קְלַאַוִיאאַטוּר	1	1	mechanical
אינערשטע	אִינֶערְשְׁטֶע	1	1	mechanical
מענעספאטאם	מֶענֶעסְפַאטַאם	1	1	mechanical
ס'דארפן	ס'דאַרפֿן	1	1	mechanical
ירבי	יְרַבֵּי	1	1	mechanical
פאראמ	פּאַראַמ	1	1	mechanical
גערונגענע	גערונגענע	1	1	mechanical
סקעל	סקעל	1	1	mechanical
כיש	כיש	1	1	mechanical
קוועטשעס	קוועטשעס	1	1	mechanical
הייכיש	הֵייכִיש	1	1	mechanical
אראפגע	אַראָפּגֶע	1	1	mechanical
גופלעך	גופֿלֶעך	1	1	mechanical
צוזאמענגעכלאפט	צוּזאַמֶענְגֶעכְלַאַפְּט	1	1	mechanical
נויז	נוֹיז	1	1	mechanical
מחזורימלאך	מחזורימלאַך	1	1	mechanical
געפיפן	געפֿיפֿן	1	1	mechanical
פיציקע	פּיציקע	1	1	mechanical
שלעסלאך	שלעסלאַך	1	1	mechanical
היעפלעך	הִיעפְּלֶעךְ	1	1	mechanical
קילנדס	קִילְנְדְס	1	1	mechanical
געשרייגן	גֶעשְׁרִייְגְן	1	1	mechanical
הייזעריג	הַייְזֶערִיג	1	1	mechanical
פלישיגס	פְלֵישִׁיגְס	1	1	mechanical
קורצה	קוּרְצֶה	1	1	mechanical
פנצטער	פֶֿנְצְטֶער	1	1	mechanical
אמארענץ	אַמאָרענץ	1	1	mechanical
בחון	בָּחוֹן	1	1	mechanical
ומבחן	וּמִבְחָן	1	1	mechanical
בעקאסמעטער	בעקאַסמעטער	1	1	mechanical
באשאפנדער	בַּאשַׁאפֶנְדֶער	1	1	mechanical
איזער	אִיזֶער	1	1	mechanical
געטאנצאכץ	גֶעטַאַנְצַאַכְץ	1	1	mechanical
דעפאזיט	דעפּאָזיט	1	1	mechanical
סטאנציע	סְטַאנְצְיֶע	1	1	mechanical
דיפאזיט	דִיפָּאַזִיט	1	1	mechanical
אינטערגענומען	אִינְטֶערְגֶענוּמֶען	1	1	mechanical
מצוציגער	מִצְוּצִיגֶער	1	1	mechanical
ארגן	אָרְגַן	1	1	mechanical
געשוסן	גֶעשׁוֹסְן	1	1	mechanical
מדע	מַדַּע	1	1	mechanical
גאגאגאגא	גאגאגאגא	1	1	mechanical
חמשה-עשר'דיגע	חמשה-עשר'דיגע	1	1	mechanical
זאליבעסל	זאַליבעסל	1	1	mechanical
מאלצבערג	מאַלצבערג	1	1	mechanical
מנהלים	מְנַהֲלִים	1	1	mechanical
צובאקן	צובאַקן	1	1	mechanical
קאלכלויפן	קאַלכלויפֿן	1	1	mechanical
כאאזדאם	כאאַזדאָם	1	1	mechanical
געשאטפט	גֶעשָׁאטְפְט	1	1	mechanical
זומפ	זֿוּמְפְּ	1	1	mechanical
קאלעכאיוון	קַאלֶעכְאֵיווְן	1	1	mechanical
פסוק'ן	פּסוק'ן	1	1	mechanical
שקאצים	שקאָצים	1	1	mechanical
כאנצעך	כאַנצעך	1	1	mechanical
געריד	געריד	1	1	mechanical
אננארין	אָננאַרין	1	1	mechanical
רעדאקציע	רֶעדַאקְצְיֶע	1	1	mechanical
ציוואר	ציוואָר	1	1	mechanical
כאנאסט	כאַנאַסט	1	1	mechanical
רבינו'שר	רַבֵּינוּ'שֶׁר	1	1	mechanical
פגורים	פְּגוּרִים	1	1	mechanical
אמפלעקט	אַמְפְּלֶעקְט	1	1	mechanical
במחיצתם	בִּמְחִיצָתָם	1	1	mechanical
בלאזעס	בְּלאָזֶעס	1	1	mechanical
כוליענשקע	כוּלִיֶענְשְׁקֶע	1	1	mechanical
דיננסער	דִינֶנְסֶער	1	1	mechanical
ארויסלערנן	אַרוֹיסלֶערְנֶן	1	1	mechanical
עזויפיל	עזויפֿיל	1	1	mechanical
געדאנער	געדאַנער	1	1	mechanical
דעזארט	דעזאָרט	1	1	mechanical
שיינסטו	שיינסטו	1	1	mechanical
פסול'ע	פַסוּלְ'ע	1	1	mechanical
אראפגעשלעפט	אַרָאפּגֶעשְׁלֶעפְט	1	1	mechanical
מוסווער	מוּסְווֶער	1	1	mechanical
למד-וואווניק	לָמֶד-ווָאווְנִיק	1	1	mechanical
לעפר	לַעֲפַר	1	1	mechanical
ציונ'ן	ציונ'ן	1	1	mechanical
נאכגעזעהנער	נאָכְגֶעזֶעהְנֶער	1	1	mechanical
שבת'דיגס	שַׁבָּת'דִיגְס	1	1	mechanical
זאנזינער	זַאנְזִינֶער	1	1	mechanical
אמאזאן	אַמאַזאָן	1	1	mechanical
פארקויפסט	פַֿאַרְקוֹיפְסְט	1	1	mechanical
שיינפעלד	שיינפֿעלד	1	1	mechanical
צוהען	צוּהען	1	1	mechanical
געהאטע	געהאַטע	1	1	mechanical
עמאזאן	עמאַזאָן	1	1	mechanical
וילאנג	וִילַאנְג	1	1	mechanical
הדרוש	הַדְּרוּשׁ	1	1	mechanical
סאמדעס	סאָמדעס	1	1	mechanical
אומגעפרעגט	אומְגֶעפְרֶעגְט	1	1	mechanical
פארענטפרט	פַארְעֶנְטְפֶרְט	1	1	mechanical
הינגעזעצט	הִינְגֶעזֶעצְט	1	1	mechanical
איברגעהאקט	אִיבֶּרְגֶעהָאקְט	1	1	mechanical
ענסעוועט	ענסעוועט	1	1	mechanical
מאנרא	מאַנראָ	1	1	mechanical
ירמי	ירמי	1	1	mechanical
צניעות'דיקע	צְנִיעוּת'דיקע	1	1	mechanical
פאשפיצט	פַֿאַשפּיִצט	1	1	mechanical
יעקב'סמאן	יַעֲקֹב'סמאַן	1	1	mechanical
אלצדיגס	אַלצדיגס	1	1	mechanical
וויילדע	ווִייֶלדֶע	1	1	mechanical
באגן	בַאגְן	1	1	mechanical
קינעם	קַיְנֶעם	1	1	mechanical
באוולען	בַאַווְלֶען	1	1	mechanical
אינבוגן	אַיְנְבּוֹגְן	1	1	mechanical
טאטעזער	טַאטֶעזֶער	1	1	mechanical
סמעדערש	סְמֶעדֶערְשׁ	1	1	mechanical
שנקען	שֶׁנְקֶען	1	1	mechanical
אויפהאבן	אוֹיפֿהָאַבְן	1	1	mechanical
אנגעברענט	אָנְגֶעבְּרֶענְט	1	1	mechanical
שפtarget	שְׁפֵtarget	1	1	mechanical
איינשפאנען	אֵיינְשְׁפַּאנֶען	1	1	mechanical
איינפאלנ	איינפֿאַלנ	1	1	mechanical
מרחשיוון	מֵרַחְשִׁיווֶן	1	1	mechanical
ארויסגעקומנ	אַרויסגעקומֶנ	1	1	mechanical
שדרשו	שֶׁדָּרְשׁוּ	1	1	mechanical
טשאקאוו	טשאַקאָוו	1	1	mechanical
בארויק	באַרויִק	1	1	mechanical
איגנס	איגנס	1	1	mechanical
דורשדורשין	דורשדורשין	1	1	mechanical
מאעריך	מאַעריך	1	1	mechanical
רויווער	רוֹיווֶער	1	1	mechanical
בריםסטו	בְּרִיםסְטוּ	1	1	mechanical
נח'ן	נֹחַ'ן	1	1	mechanical
מויזן	מויזן	1	1	mechanical
מויזעלע	מויזעלע	1	1	mechanical
פארגען	פֿאַרגען	1	1	mechanical
איבערגעשניטן	אִיבֶערְגֶעשְׁנִיטְן	1	1	mechanical
מיידריש	מַיידְרִישׁ	1	1	mechanical
נאכאנד	נָאָכַאַנְד	1	1	mechanical
אילנטערעסאנט	אִילְנְטֶערֶעסַאנְט	1	1	mechanical
ענדרט	עֶנְדֶרְט	1	1	mechanical
געקענ'ט	געקענ'ט	1	1	mechanical
ווייסענסעראזער	ווייַסענסעראָזער	1	1	mechanical
שאלנקן	שַׁאלְנְקְן	1	1	mechanical
אינערך	אִינֶערְךְ	1	1	mechanical
שקליך	שִׁקְלִיךְ	1	1	mechanical
אומגעפלאנצטע	אוּמְגֶעפְֿלַאַנְצְטֶע	1	1	mechanical
סקאלאנר	סְקָאלַאנֶר	1	1	mechanical
דזשעסע	דְזְשֶעסֶע	1	1	mechanical
ונח	וְנֹחַ	1	1	mechanical
סקלאנער	סְקְלָאנֶער	1	1	mechanical
יאדער	יאָדֶער	1	1	mechanical
רואינירט	רוּאִינִירְט	1	1	mechanical
הויפטזאכליך	הוֹיפְּטזָאכְלִיךְ	1	1	mechanical
ס'רעגט	סְ'רֶעגְט	1	1	mechanical
אראפצוגיין	אַרָאפְּצוּגֵיין	1	1	mechanical
ווארד	וואָרְד	1	1	mechanical
יאבושה	יאַבּוּשֶׁה	1	1	mechanical
עגאפונען	עגאַפוּנֶען	1	1	mechanical
רעזולטאטן	רֶעזוּלְטַאטְן	1	1	mechanical
אזזי	אַזזֹי	1	1	mechanical
שין-ובת-ריש	שִׁין-וּבַת-רֵישׁ	1	1	mechanical
מזיכך	מְזִיכֶךְ	1	1	mechanical
נאסקייט	נאַסקייט	1	1	mechanical
אנשאנט	אִנְשַׁאַנְט	1	1	mechanical
געשפיגלט	געשפּיגלט	1	1	mechanical
ויטע	וַיִּטַּע	1	1	mechanical
חלין	חִלִּין	1	1	mechanical
לעסוק	לַעֲסוֹק	1	1	mechanical
בנטיעה	בִּנְטִיעָה	1	1	mechanical
דאיטלען	דאַיְטְלֶען	1	1	mechanical
אנגעפלאנצן	אַנְגֶעפֿלאַנְצְן	1	1	mechanical
וואנגרטנר	וואַנְגֶרְטְנֶר	1	1	mechanical
גיינטיג	גֵיינְטִיג	1	1	mechanical
לעט	לעֶט	1	1	mechanical
עלעפאנט	עֶלעֶפַאנְט	1	1	mechanical
בלוע	בְּלוּעֶ	1	1	mechanical
וואלפיש	וואַלְפִֿישׁ	1	1	mechanical
סעציציקע	סֶעצִיצִיקֶע	1	1	mechanical
מעזאל	מֶעזאָל	1	1	mechanical
בלייבנ	בְּלַייְבְנ	1	1	mechanical
מיטצו	מִיטְצוּ	1	1	mechanical
האינטיקע	הַאיְנְטִיקֶע	1	1	mechanical
נענאנענא	נֶענָאנֶענָא	1	1	mechanical
אעמעט	אֶעמֶעט	1	1	mechanical
כאנסאדעגער	כַּאַנְסַאדֶעגֶער	1	1	mechanical
פארפרארן	פַארְפְרָארְן	1	1	mechanical
קאלדרעס	קָאלְדְרֶעס	1	1	mechanical
פארטראגט	פַארְטְרָאגְט	1	1	mechanical
נאואדע	נאָואַדע	1	1	mechanical
הדף	הַדַּף	1	1	mechanical
הרעיון	הַרַעְיוֹן	1	1	mechanical
ענטייל	עֶנְטַייל	1	1	mechanical
סודדיגע	סוֹדְדִיגֶע	1	1	mechanical
איבערגעגעבנהייט	אִיבֶּערְגֶעגֶעבְנְהֵייט	1	1	mechanical
פאראויפפליגן	פֿאַראויפֿפֿליגן	1	1	mechanical
אפגעזונגען	אָפּגעזונגען	1	1	mechanical
שבועות'דיקע	שָׁבוּעוֹת'דיקע	1	1	mechanical
געטין	גֶעטִין	1	1	mechanical
געפיילט	גֶעפֵּיילְט	1	1	mechanical
ושמחהס	וְשִׂמְחָהס	1	1	mechanical
מנחל	מְנַחֵל	1	1	mechanical
אריין-לאזן	אַרַיין-לָאָזְן	1	1	mechanical
נארון	נַארוּן	1	1	mechanical
ארומגעזנגען	אֲרוּמְגֶעזֻנְגֶען	1	1	mechanical
תרציו	תִּרְצֵיוּ	1	1	mechanical
בלעדיך	בִּלְעָדֶיךָ	1	1	mechanical
בעמי	בעמי	1	1	mechanical
שנעלערעהן	שְנֶעלֶערעהֶן	1	1	mechanical
קידיש	קִידִישׁ	1	1	mechanical
אפעהן	אָפּעהֶן	1	1	mechanical
אביגין	אָבִיגִין	1	1	mechanical
יאכנע	יאַכנֶע	1	1	mechanical
לערבני	לְעָרָבְנִי	1	1	mechanical
לדעתם	לְדַעְתָּם	1	1	mechanical
ליבהאברס	לִיבְהאָבֶרְס	1	1	mechanical
פראלעל	פַּרַאַלֶעל	1	1	mechanical
פשוטסטע	פְּשׁוּטְסְטֶע	1	1	mechanical
לארכה	לְאָרְכָּהּ	1	1	mechanical
ולרחבה	וּלְרָחְבָּהּ	1	1	mechanical
דארפדוך	דאַרפֿדוך	1	1	mechanical
עוויר	עַווִיר	1	1	mechanical
ומשוטים	וּמְשׁוּטִים	1	1	mechanical
לייקענט	לֵייקֶענְט	1	1	mechanical
דיוויסנע	דִיווִיסנֶע	1	1	mechanical
כוויא	כְווִיֹאָ	1	1	mechanical
כאנכלוזשען	כּאָנכְלוּזשֶען	1	1	mechanical
העפקעריונג	הֶעפֿקֶעריוּנְג	1	1	mechanical
ב"ג	ב"ג	1	1	mechanical
שטיקלאך	שְׁטִיקְלַאךְ	1	1	mechanical
אוויגדור	אַווִיגְדּוֹר	1	1	mechanical
ווייברג	ווִייבֶּרְג	1	1	mechanical
עראנגעפירט	ערַאנְגֶעפִֿירְט	1	1	mechanical
אערד	אֶערְד	1	1	mechanical
קלעכעליכע	קְלֶעכֶעלִיכֶע	1	1	mechanical
צוראקן	צוּרַאַקְן	1	1	mechanical
אאמר	אָאַמַר	1	1	mechanical
צוביכעגאנגען	צוּבִּיכֶעגַאַנְגֶען	1	1	mechanical
מדיר	מַדִּיר	1	1	mechanical
מאטדגע	מאָטדגע	1	1	mechanical
דאמננט	דאַמננט	1	1	mechanical
ייראגנאגנע	ייראַגנאַגנע	1	1	mechanical
אהיימנעמען	אַהיימנעמען	1	1	mechanical
הענער	הענער	1	1	mechanical
געהדערט	געהדערט	1	1	mechanical
חלושות	חלושות	1	1	mechanical
מאריכען	מאַריכען	1	1	mechanical
געערגערט	געערגערט	1	1	mechanical
כאלומען	כאַלומען	1	1	mechanical
דהדין	דְּהָדֵין	1	1	mechanical
תשובת	תְּשׁוּבַת	1	1	mechanical
פערשטעלט	פֿערשטעלט	1	1	mechanical
צוכטעלן	צוּכְטֶעלְן	1	1	mechanical
ויני	וִינִי	1	1	mechanical
בלבוש	בִּלְבוּשׁ	1	1	mechanical
היגאנגען	הִיגאַנגען	1	1	mechanical
אליזבט	אֶלִיזָבֶט	1	1	mechanical
מחתחלה	מֵחַתְחִלָה	1	1	mechanical
בחבלים	בַּחֲבָלִים	1	1	mechanical
בחלוחוס	בַּחֲלוֹחוֹס	1	1	mechanical
בחלוחוסן	בַּחֲלוֹחוֹסְן	1	1	mechanical
תרפ"ט-ט"ש	תרפ"ט-ט"ש	1	1	mechanical
דריסעס	דְרִיסֶעס	1	1	mechanical
אילבוים	אֵילְבּוֹיְם	1	1	mechanical
ארציות	אַרְצִיּוּת	1	1	mechanical
אעטער	אֶעטֶער	1	1	mechanical
סיבירער	סִיבִירֶער	1	1	mechanical
אאיין	אַאֵיין	1	1	mechanical
בעל-פה	בַּעַל-פֶּה	1	1	mechanical
סאמאסע	סַאמַאסֶע	1	1	mechanical
באנאנד	באַנאַנד	1	1	mechanical
טווינער	טווינער	1	1	mechanical
ואעשך	ואעשך	1	1	mechanical
אמער	אָמער	1	1	mechanical
אומלייקייא	אומלייקייאַ	1	1	mechanical
לעמט	לֶעמְט	1	1	mechanical
אנדיקן	אֶנְדִיקְן	1	1	mechanical
בחוקתס	בְּחוּקָתָס	1	1	mechanical
יהב	יָהַב	1	1	mechanical
אקסטרא	אֶקְסְטְרָא	1	1	mechanical
שנעמט	שְׁנֶעמְט	1	1	mechanical
וואווערע	וואָווערע	1	1	mechanical
מ'שלעפט	מ'שלעפּט	1	1	mechanical
האסטנישט	האָסטנישט	1	1	mechanical
פאלגסט	פאָלגסט	1	1	mechanical
באצולטירט	באַצוּלְטִירְט	1	1	mechanical
דקדשה	דִּקְדֻשָּׁה	1	1	mechanical
סטראפ-סיינס	סטראָפּ-סייַנס	1	1	mechanical
טיילער	טיילער	1	1	mechanical
אייניגזאמקייט	אייניגזאַמקייט	1	1	mechanical
אראפגעקלאפט	אַראָפּגעקלאַפּט	1	1	mechanical
ס'אפלעגן	ס'אַפֿלעגן	1	1	mechanical
דאהיגער	דאָהיגער	1	1	mechanical
שטובגעהיים	שטובגעהיים	1	1	mechanical
קאלאלעכער	קאָלאַלעכער	1	1	mechanical
פארגעהערט	פּאַרגעהערט	1	1	mechanical
ניאטשקע	ניאַטשקע	1	1	mechanical
מטשארטקוו	מִטְשָׁאָרְטְקווֹֿ	1	1	mechanical
אויסגעהויכט	אויסגעהויכט	1	1	mechanical
נקבור	נִקְבּוּר	1	1	mechanical
בטולדעס	בִּטּוּלְדֶעס	1	1	mechanical
צעט	צֶעט	1	1	mechanical
בזיך	בְּזִיךְ	1	1	mechanical
בעזהשי"ת	בעזהשי"ת	1	1	mechanical
אנגעזוכט	אָנגעזוכט	1	1	mechanical
הייאר	הייַאָר	1	1	mechanical
יפורד	יְפוֹרֵד	1	1	mechanical
וימינו	וַיָּמִינוּ	1	1	mechanical
והשמילו	וְהִשְׂמִילוּ	1	1	mechanical
פאראליין	פֿאַראַלייַן	1	1	mechanical
ואימינה	וְאַיְמִינָה	1	1	mechanical
ואשמאילה	וְאַשְׂמְאִילָה	1	1	mechanical
ס'גייען	ס'גייען	1	1	mechanical
בליידיק	בלייַדיק	1	1	mechanical
באוועגטער	באַוועגטער	1	1	mechanical
בליידיקע	בלייַדיקע	1	1	mechanical
אפפענציאנג	אָפֿפֿענציאַנג	1	1	mechanical
אריינגעוויזן	אֲרַיינְגֶעווִיזְן	1	1	mechanical
שלוסן	שְׁלוּסְן	1	1	mechanical
עמרפל	עַמְרָפֶל	1	1	mechanical
מבוזרים	מְבוֹזָרִים	1	1	mechanical
ומפורדים	וּמְפוֹרָדִים	1	1	mechanical
זוכטשע	זוכטשע	1	1	mechanical
למענך	לְמַעַנְךָ	1	1	mechanical
אומזארגן	אומזאָרגן	1	1	mechanical
קאנצענטרירט	קאָנצענטרירט	1	1	mechanical
גרעפן	גרַעפְן	1	1	mechanical
ארגניזאציע	אָרְגַנִיזַאצְיֶע	1	1	mechanical
נעהענטשאפט	נַעהֶענְטְשַאפְט	1	1	mechanical
פאכמאטראכט	פֿאַכמאַטראַכט	1	1	mechanical
ווינדאוס	ווינדאָוס	1	1	mechanical
פארשלופן	פֿאַרשלופֿן	1	1	mechanical
פארנימט	פֿאַרנימט	1	1	mechanical
שלוחי	שְׁלוּחֵי	1	1	mechanical
כמותו	כְּמוֹתוֹ	1	1	mechanical
גלענציקע	גלענציקע	1	1	mechanical
בייפאל	בייפֿאַל	1	1	mechanical
לשליחות	לשליחות	1	1	mechanical
ככמוציא	כּכּמוציא	1	1	mechanical
קויפצן	קויפֿצן	1	1	mechanical
אפענגיש	אָפֶֿענגִיש	1	1	mechanical
איבערגעוואגען	אִיבֶערגֶעוואָגֶען	1	1	mechanical
געשריבען	גֶעשְרִיבֶען	1	1	mechanical
טרענדעליר	טְרֶענְדֶעלִיר	1	1	mechanical
ציגעל	צִיגֶעל	1	1	mechanical
פרידלאך	פֿרידלאָך	1	1	mechanical
ערענדזשערס	ערענדזשערס	1	1	mechanical
פששוטע	פַּששוטע	1	1	mechanical
פראזע	פְרַאזֶע	1	1	mechanical
ציפרן	צִיפֶרְן	1	1	mechanical
שרול	שָׁרוֹל	1	1	mechanical
ישקו	יִשָּׁקוּ	1	1	mechanical
צוזאמנצושטעלן	צוּזַאַמְנְצוּשְׁטֶעלְן	1	1	mechanical
צפוני	צְפֿוֹנִי	1	1	mechanical
קדמך	קִדֶּמְךָ	1	1	mechanical
געפדרט	גֶעפֶֿדֶרְט	1	1	mechanical
גפרית	גָּפְרִית	1	1	mechanical
ומלח	וָמֶלַח	1	1	mechanical
כמהפכת	כְּמַהְפֵּכַת	1	1	mechanical
קיידעווערס	קֵיידֶעווֶערְס	1	1	mechanical
ניאם	נִיאַם	1	1	mechanical
זענפציג	זֶענְפֿצִיג	1	1	mechanical
זענפן	זֶענְפֿן	1	1	mechanical
כאנגעשטעלט	כַֿאנְגֶעשְׁטֶעלְט	1	1	mechanical
זייטיגע	זייַטיגע	1	1	mechanical
אונטערשייד	אונטערשייד	1	1	mechanical
מארדיקער	מאָרדִיקער	1	1	mechanical
וואנענט	וואַנענט	1	1	mechanical
גאניק	גַאַנִיק	1	1	mechanical
אויסטיילן	אוֹיסְטֵיילְן	1	1	mechanical
כיכעלעך	כִיכֶעלֶעך	1	1	mechanical
כוכיס	כוּכִיס	1	1	mechanical
אויפוועכן	אוֹיפְֿווֶעכְן	1	1	mechanical
סאמאלס	סאַמאַלס	1	1	mechanical
ארויסגעלייגט	אַרויסגעלייגט	1	1	mechanical
המסלות	הַמְסִלּוֹת	1	1	mechanical
דורכיין	דורכייַן	1	1	mechanical
סעלמאן	סעלמאַן	1	1	mechanical
טאמייטא	טאָמייטאָ	1	1	mechanical
כיך	כִּיך	1	1	mechanical
פאטעס	פַּאַטֶעס	1	1	mechanical
כנייאטש	כְּנַייאטש	1	1	mechanical
יאקעל	יאַקֶעל	1	1	mechanical
פערנט	פֿערנט	1	1	mechanical
אינעש	אינעש	1	1	mechanical
ווייסמער	ווייסמער	1	1	mechanical
פארשריבענע	פַאַרשְׁרִיבֶענֶע	1	1	mechanical
וירם	וַיָּרֶם	1	1	mechanical
אלענאנאנדער	אַלֶענאַנאַנדער	1	1	mechanical
מענדעלעס	מענדעלעס	1	1	mechanical
מאכלכל	מַאַכֶלְכֶל	1	1	mechanical
דורכמיסן	דּוּרְכְמִיסְן	1	1	mechanical
צעריגט	צַעֲרִיגְט	1	1	mechanical
גיידער	גייַדער	1	1	mechanical
בייטסט	בייַטסט	1	1	mechanical
גיידערט	גייַדערט	1	1	mechanical
דאגערט	דאַגערט	1	1	mechanical
קאליי	קאַלייַ	1	1	mechanical
איינמואל	איינמואָל	1	1	mechanical
דאווע	דאָווע	1	1	mechanical
גוויזן	גוויזן	1	1	mechanical
אויפגעבראכט	אוּיפֿגעבּראַכט	1	1	mechanical
רימאנוו	רִימַאנווֹֿ	1	1	mechanical
געשאכט	געשָׁאָכט	1	1	mechanical
אוכלים	אוֹכְלִים	1	1	mechanical
בזכותו	בִּזְכוּתוֹ	1	1	mechanical
מיטגעגעסן	מִיטְגֶעגֶעסְן	1	1	mechanical
רבניו	רֶבֶּנְיוּ	1	1	mechanical
אויפעס	אויפֿעס	1	1	mechanical
לפלא	לְפֶלֶא	1	1	mechanical
פארשטיינסטו	פאַרשטיינסטו	1	1	mechanical
אוועקשחט'ן	אַוועקשחט'ן	1	1	mechanical
פנויס	פּנויס	1	1	mechanical
כזוכר	כְּזוֹכֵר	1	1	mechanical
בעקידת	בְּעֲקֵידַת	1	1	mechanical
אנגערינגעלט	אָנְגֶעְרִינְגֶעלְט	1	1	mechanical
שעקס	שֶׁעקְס	1	1	mechanical
תלמידיכם	תַּלְמִידֵיכֶם	1	1	mechanical
ירשתנו	יְרֻשָּׁתֵנוּ	1	1	mechanical
אפגעהילט	אָפְגֶעהֵילְט	1	1	mechanical
גאווערנאר	גאָווֶערְנאָר	1	1	mechanical
כהאוקול	כַּהאָוּקוּל	1	1	mechanical
ויעסקו	וְיַעַסְקוּ	1	1	mechanical
לתהלתו	לִתְהִלָּתוֹ	1	1	mechanical
ותקבל	וַתְּקַבֵּל	1	1	mechanical
זמרתם	זִמְרָתָם	1	1	mechanical
והחיה	וְהַחַיָּה	1	1	mechanical
ורקדנס	וַרְקַדְנֵס	1	1	mechanical
טייארער	טַייאֶרֶער	1	1	mechanical
תולדה	תּוֹלָדָה	1	1	mechanical
כאלה	כָּאֵלֶה	1	1	mechanical
אנטעגאדאר	אַנְטְעגָאדָאר	1	1	mechanical
פריערדיגן	פֿריערְדִיגְן	1	1	mechanical
ארמין	ארמין	1	1	mechanical
תיקו	תיקו	1	1	mechanical
כפילה	כְּפִילָה	1	1	mechanical
אומגעהויבנעס	אוּמְגֶעהוֹיבְנֶעס	1	1	mechanical
נעבירעס	נֶעבִּירֶעס	1	1	mechanical
וורע	וּורֶע	1	1	mechanical
אזענס	אַזענס	1	1	mechanical
אפצוצוואכן	אָפּצוצוואַכן	1	1	mechanical
השקר	השקר	1	1	mechanical
אפשוואכן	אָפּשוואַכן	1	1	mechanical
הליצנות	הליצנות	1	1	mechanical
פרלעל	פַּרַלֶעל	1	1	mechanical
הויכפונקט	הוֹיכְפּוּנְקְט	1	1	mechanical
וגבר	וְגָבַר	1	1	mechanical
צוזעצן	צוּזעצן	1	1	mechanical
אויסגעווירקט	אויסגעווירקט	1	1	mechanical
אומעצוהענדן	אומעצוהענדן	1	1	mechanical
בייצוקומען	בייַצוּקוּמען	1	1	mechanical
שעמדה	שֶׁעָמְדָה	1	1	mechanical
באטגן	בַּאַטָגְן	1	1	mechanical
סדר-הגדה	סדר-הגדה	1	1	mechanical
גדין	גַדִין	1	1	mechanical
אינגערער	אינגערער	1	1	mechanical
כשזה	כְּשֶׁזֶּה	1	1	mechanical
נופל	נוֹפֵל	1	1	mechanical
באאפקסט	באאַפּקסט	1	1	mechanical
